,name,link,city,medias,styles
40,Planète House,https://shotgun.live/fr/venues/planete-house,Paris,{'Instagram': 'https://www.instagram.com/sacre.radio'},"HOUSE, DISCO, DISCO HOUSE, ELECTRO, AFRO HOUSE, INDIE DANCE, DEEP HOUSE"
41,Pantheon Paris,https://shotgun.live/fr/venues/pantheon-paris,Paris,{'Instagram': 'https://www.instagram.com/pantheon_paris'},"HOUSE, AFRO HOUSE, DEEP HOUSE, DISCO HOUSE, MELODIC HOUSE & TECHNO, HIP HOP, REGGAETON, AFRO, ELECTRO HOUSE, DEEP TECHNO, DEEP TECH, ELECTRONICA"
42,23:59,https://shotgun.live/fr/venues/23-59,Lyon,"{'Instagram': 'https://www.instagram.com/2359_events'}, {'SoundCloud': 'https://soundcloud.com/2359events'}, {'Facebook': 'https://www.facebook.com/2359lyon'}","TECHNO, HARD GROOVE, TRANCE, EURODANCE, HARD TECHNO, HARDCORE, HOUSE, ELECTRO, ACID TECHNO, NEW RAVE, HARD TRANCE"
43,BONJOUR/BONSOIR,https://shotgun.live/fr/venues/bonjour-bonsoir,Paris,"{'Instagram': 'https://www.instagram.com/bonjourbonsoir.conspiracy'}, {'Facebook': 'https://www.facebook.com/bonjourbonsoir.conspiracy'}","DISCO, HOUSE, ELECTRO, ROCK, R&B, POP, UK GARAGE, TECHNO, HARD GROOVE, DANCE, POP ROCK, ITALO DISCO, ACID HOUSE, DRUM & BASS, JUNGLE, DEEP HOUSE, RAP, BAILE FUNK, HARD TECHNO, TRANCE, SYNTHPOP, HIP HOP, DISCO HOUSE"
44,Le Trabendo,https://shotgun.live/fr/venues/letrabendo,Paris,"{'Instagram': 'https://www.instagram.com/letrabendo'}, {'Facebook': 'https://www.facebook.com/trabendo.paris'}","TRANCE, PROGRESSIVE TRANCE, ELECTRO, POP, AMBIENT, PROGRESSIVE HOUSE, INDIE DANCE, ALTERNATIVE DANCE, EXPERIMENTAL, POP ROCK, EURODANCE, HARD GROOVE, DRUM & BASS, JUNGLE, HOUSE, HARDCORE, AFRO, DANCEHALL, HIP HOP, TECHNO, HARD TECHNO, AMAPIANO, REGGAETON, HARD TRANCE, ITALO DISCO, TRAP, RAP, ACID HOUSE, BALEARIC, DUBSTEP, ELECTRO HOUSE, ELECTRONICA, BASS, ACID TECHNO, CLASSICAL, INDIE ROCK, TECH HOUSE, BREAKBEAT, TRIBAL HOUSE, SOUL, JAZZ, UK GARAGE, BAILE FUNK, DEEP HOUSE, GABBER, ROCK, PROGRESSIVE PSYTRANCE"
45,Rock en Seine,https://shotgun.live/fr/venues/rock-en-seine,Paris,"{'Instagram': 'https://www.instagram.com/rockenseine'}, {'Spotify': 'https://open.spotify.com/user/rockenseine'}, {'TikTok': 'https://www.tiktok.com/@rockenseine'}, {'Facebook': 'https://www.facebook.com/rockenseine'}","POP, TECHNO, RAP, ROCK, ELECTRO, PUNK"
46,SETH,https://shotgun.live/fr/venues/seth,Paris,"{'Instagram': 'https://www.instagram.com/sethevents'}, {'SoundCloud': 'https://soundcloud.com/sethevents'}, {'Facebook': 'https://www.facebook.com/setheventsfr'}","TECHNO, TRANCE, ACID TECHNO, HARD GROOVE, BREAKBEAT, ELECTRO, HARD TECHNO, INDUSTRIAL TECHNO, IDM, EXPERIMENTAL, INDUSTRIAL, HARDCORE, GABBER"
47,Techno Union,https://shotgun.live/fr/venues/techno-union,Paris,"{'Instagram': 'https://www.instagram.com/exilfactory'}, {'SoundCloud': 'https://soundcloud.com/exil-factory'}, {'TikTok': 'https://www.tiktok.com/@exilfactory'}, {'Facebook': 'https://www.facebook.com/exilfactory'}","TECHNO, TRANCE, HARD TECHNO, HARD GROOVE, ELECTRO, NEORAVE, GERMAN TECHNO, INDUSTRIAL TECHNO, ACID TECHNO"
48,LA NUIT PARIS,https://shotgun.live/fr/venues/la-nuit-paris,Paris,"{'Instagram': 'https://www.instagram.com/clublanuit'}, {'Facebook': 'https://www.facebook.com/LANUITPAR'}","R&B, POP, K-POP, HYPERPOP, ELECTRO, POP ROCK, DEEP HOUSE, ELECTRONICA, AFRO HOUSE, HOUSE, HIP HOP, DANCE, MELODIC HOUSE & TECHNO, DISCO HOUSE, RAP, TRAP, EURODANCE, HARD TECHNO, AFRO, CLUB, CLASSICAL, INDIE DANCE, TECH HOUSE, DOWNTEMPO, ELECTRO HOUSE, DISCO, EDM, EBM, TECHNO, AFROBEAT, REGGAETON, DANCEHALL, TRIBAL HOUSE, PROGRESSIVE HOUSE, TRANCE"
49,Encore,https://shotgun.live/fr/venues/encore,Lyon,"{'Instagram': 'https://www.instagram.com/encorelyon'}, {'TikTok': 'https://www.tiktok.com/@encorelyon'}, {'X': 'https://x.com/EncoreLyon'}, {'Facebook': 'https://www.facebook.com/encorelyon'}","HARD TECHNO, TECHNO, HARD TRANCE, HARD GROOVE, TRANCE, EURODANCE, HARDCORE"
50,Cozy Paris,https://shotgun.live/fr/venues/cozy-paris,Paris,{'Instagram': 'https://www.instagram.com/cozy__paris'},"TECH HOUSE, HOUSE, DEEP HOUSE, MELODIC HOUSE & TECHNO, DISCO HOUSE, DEEP TECH, PROGRESSIVE HOUSE"
51,YARDLAND,https://shotgun.live/fr/venues/yardland,Paris,"{'Instagram': 'https://www.instagram.com/yardland_'}, {'TikTok': 'https://www.tiktok.com/@yardland_'}, {'X': 'https://x.com/yard'}, {'Facebook': 'https://www.facebook.com/yardfr'}","HIP HOP, RAP, AFRO, AFROBEAT"
52,Golden Coast,https://shotgun.live/fr/venues/golden-coast,Dijon,"{'Instagram': 'https://www.instagram.com/goldencoast_festival'}, {'TikTok': 'https://www.tiktok.com/@goldencoast.festival'}, {'X': 'https://x.com/GoldenCoastfest'}, {'Facebook': 'https://www.facebook.com/goldencoast.festival'}","HIP HOP, RAP, TRAP"
53,FEEL FREE RECORDS,https://shotgun.live/fr/venues/feel-free-records,Paris,"{'Instagram': 'https://www.instagram.com/ffr_feelfreerecordsparis'}, {'SoundCloud': 'https://soundcloud.com/feelfreerecordsparis'}, {'TikTok': 'https://www.tiktok.com/@feelfreerecordsparis'}, {'Facebook': 'https://www.facebook.com/209751189744579'}","HARD TECHNO, HARDTEK, TECHNO, HARD TRANCE, HARD GROOVE, TRANCE, GERMAN TECHNO, NEORAVE, ACID TECHNO, HOUSE, ACID HOUSE"
54,STUDIO56,https://shotgun.live/fr/venues/studio-56,Paris,"{'Instagram': 'https://www.instagram.com/magnum.klub'}, {'TikTok': 'https://www.tiktok.com/@magnumklub'}, {'Facebook': 'https://www.facebook.com/magnum.klub'}","TECHNO, HARD TECHNO, HARD TRANCE, HARD GROOVE, NEORAVE, INDUSTRIAL, ACID TECHNO, TRANCE, ACIDCORE, HARDCORE, BREAKBEAT, TRIBE, ELECTRO, HOUSE, HYPNOTIC TECHNO, HARDTEK, UK GARAGE, EURODANCE, GHETTOTECH, MELODIC HOUSE & TECHNO, GERMAN TECHNO, JERSEY CLUB, BASS, FRENCHCORE, TECH HOUSE, PROGRESSIVE HOUSE, TRAP, HARDSTYLE, PROGRESSIVE TRANCE, DEEP TECHNO, DRUM & BASS, DUBSTEP, FOOTWORK, JUNGLE, BASS HOUSE, PROGRESSIVE PSYTRANCE, PSYTRANCE, DETROIT TECHNO, GABBER, ELECTRONICA, MINIMAL HOUSE, MINIMAL TECHNO, DARK PSYTRANCE, INDIE DANCE"
55,Le Mazette,https://shotgun.live/fr/venues/le-mazette,Paris,"{'Instagram': 'https://www.instagram.com/lemazette'}, {'Spotify': 'https://open.spotify.com/user/lemazette'}, {'Facebook': 'https://www.facebook.com/lemazette'}","DISCO, HOUSE, POP, ELECTRO, HIP HOP, DISCO HOUSE, EDM, EURODANCE, ACID HOUSE, TRANCE, AFRO HOUSE, AFRO, ITALO DISCO, INDIE DANCE, TECHNO, MINIMAL HOUSE, TECH HOUSE, GARAGE, FUNK, RAP, UK GARAGE, BASS, POP ROCK, INDIE ROCK, ROCK, JAZZ, HARD GROOVE, MICRO HOUSE, BREAKBEAT, SAMBA, BRAZILIAN, BAILE FUNK, JUNGLE, DEEP TECH, SOUL, PSYCHEDELIC ROCK, DEEP HOUSE, DRUM & BASS, NEW WAVE, PROGRESSIVE HOUSE, REGGAETON, DANCEHALL, AFROBEAT, R&B"
56,Family Piknik,https://shotgun.live/fr/venues/family-piknik,Montpellier,"{'Instagram': 'https://www.instagram.com/familypiknikofc'}, {'SoundCloud': 'https://soundcloud.com/familypiknikfestival'}, {'X': 'https://x.com/familypiknik'}, {'Facebook': 'https://www.facebook.com/familypiknik'}","TECHNO, TECH HOUSE, ELECTRO, TRANCE, HYPNOTIC TECHNO, MELODIC HOUSE & TECHNO, DEEP TECHNO, ACID TECHNO, HOUSE, PROGRESSIVE HOUSE, HARD GROOVE, DEEP TECH"
57,NEWTRACK,https://shotgun.live/fr/venues/alternative-projects,Paris,"{'Instagram': 'https://www.instagram.com/newtrackfr'}, {'SoundCloud': 'https://soundcloud.com/newtrackfr'}, {'TikTok': 'https://www.tiktok.com/@newtrackfr'}, {'Facebook': 'https://www.facebook.com/newtrackfr'}","TECHNO, ACID TECHNO, TRANCE, EURODANCE, HOUSE, HARD TECHNO, ELECTRO, HARD GROOVE, DEEP HOUSE, DISCO HOUSE"
58,Doctor Love,https://shotgun.live/fr/venues/doctor-love,Paris,"{'Instagram': 'https://www.instagram.com/limparis'}, {'TikTok': 'https://www.tiktok.com/@doctorloveparis'}, {'Facebook': 'https://www.facebook.com/doctorloveparis'}","POP, DANCE, HOUSE, CLUB, ELECTRO"
59,NAME Festival,https://shotgun.live/fr/venues/name-festival,Lille,"{'Instagram': 'https://www.instagram.com/namefestival'}, {'SoundCloud': 'https://soundcloud.com/familyname'}, {'Facebook': 'https://www.facebook.com/199858000060064'}","TECH HOUSE, TECHNO, ACID TECHNO, AFRO HOUSE, INDIE DANCE, DEEP TECHNO, HARD GROOVE, ACID HOUSE, HOUSE, HARD TECHNO"
60,Nova Sima Paris,https://shotgun.live/fr/venues/nova-sima-paris,Paris,"{'Instagram': 'https://www.instagram.com/nova.sima'}, {'Spotify': 'https://open.spotify.com/user/31a52mo3giv2hw7hzeh3ckofgfbi'}","AFRO HOUSE, HOUSE, INDIE DANCE, DEEP HOUSE, TECH HOUSE, DEEP TECH"
61,HORDE,https://shotgun.live/fr/venues/horde,Paris,"{'Instagram': 'https://www.instagram.com/horde.paris'}, {'SoundCloud': 'https://soundcloud.com/hordeparis'}, {'Facebook': 'https://www.facebook.com/hordeparis'}","ELECTRO, HOUSE, DISCO HOUSE, DEEP HOUSE, DEEP TECHNO, ELECTRONICA, ELECTRO HOUSE, ACID HOUSE, CLUB, DOWNTEMPO, AFRO HOUSE, DEEP TECH, MINIMAL HOUSE, MELODIC HOUSE & TECHNO, TECHNO, CHICAGO HOUSE, CUMBIA, ALTERNATIVE DANCE, AFROBEAT, MINIMAL TECHNO, TECH HOUSE, BRAZILIAN"
62,LE JARDIN ELECTRONIQUE,https://shotgun.live/fr/venues/le-jardin-electronique,Lille,"{'Instagram': 'https://www.instagram.com/lejardinelectronique'}, {'YouTube': 'https://www.youtube.com/@UCTd0aBHpxrjH14_OSP4BZAA'}, {'TikTok': 'https://www.tiktok.com/@lejardinelectronique'}, {'Facebook': 'https://www.facebook.com/JardinElectronique'}","HARD TECHNO, PSYTRANCE, HARD GROOVE, TECHNO, HARD TRANCE, ACID TECHNO, HARDCORE, ELECTRO"
63,EVASION FESTIVAL,https://shotgun.live/fr/venues/evasion-festival,Lyon,"{'Instagram': 'https://www.instagram.com/evasionfestival'}, {'Facebook': 'https://www.facebook.com/230181550661498'}","TECHNO, HOUSE, ELECTRO, NEW RAVE, DISCO HOUSE, MINIMAL HOUSE, DISCO"
64,DIEZE WAREHOUSE,https://shotgun.live/fr/venues/dieze-warehouse,Montpellier,"{'Instagram': 'https://www.instagram.com/diezewarehouse'}, {'Facebook': 'https://www.facebook.com/529956113854582'}","HARD TECHNO, PSYTRANCE, HARDSTYLE, TECHNO, INDUSTRIAL, HARDCORE, HARD GROOVE, HYPNOTIC TECHNO, ACIDCORE, NEORAVE, HARD TRANCE, TRANCE, ACID TECHNO, GERMAN TECHNO, MINIMAL TECHNO, DETROIT TECHNO, HOUSE, TECH HOUSE, FRENCHCORE, DEEP TECH, HARDTEK, EURODANCE, BASS, DRUM & BASS, ELECTRO, MINIMAL HOUSE, MICRO HOUSE, DEEP TECHNO, ACID HOUSE, EBM, ELECTRONICA, BREAKBEAT, DISCO HOUSE"
65,SPORT BEACH MARSEILLE,https://shotgun.live/fr/venues/sport-beach-marseille,Marseille,"{'Instagram': 'https://www.instagram.com/sportbeach13'}, {'TikTok': 'https://www.tiktok.com/@sportbeach13'}, {'Facebook': 'https://www.facebook.com/113488973897'}","ELECTRO, INDIE DANCE, TECH HOUSE, POP, DANCE, AFRO, DISCO"
66,Maori Production,https://shotgun.live/fr/venues/maoriprod,Paris,nan,"DEEP HOUSE, HOUSE, AFRO HOUSE, HIP HOP, AFRO, REGGAETON, DISCO HOUSE, ELECTRO HOUSE, MELODIC HOUSE & TECHNO, LATIN HOUSE, BAILE FUNK, DEEP TECHNO, DEEP TECH"
67,YOKO PROD,https://shotgun.live/fr/venues/yoko-prod,Paris,"{'Instagram': 'https://www.instagram.com/yokoproduction'}, {'Facebook': 'https://www.facebook.com/profile.php'}","AFRO HOUSE, DANCE, MELODIC HOUSE & TECHNO, TECH HOUSE, DEEP HOUSE, DEEP TECH, HOUSE, ELECTRO, DISCO HOUSE"
68,NEWRAVE,https://shotgun.live/fr/venues/new-rave,Lille,"{'Instagram': 'https://www.instagram.com/newrave.ww'}, {'Facebook': 'https://www.facebook.com/newrave.ww'}","ACID TECHNO, GERMAN TECHNO, HARD GROOVE, HARD TRANCE, TECHNO, HARD TECHNO, HARDCORE, TRANCE, ACIDCORE, TECH HOUSE, DISCO HOUSE, EURODANCE, MINIMAL TECHNO, ELECTRO, NEW RAVE, NEORAVE, HARDTEK"
69,211 Paris,https://shotgun.live/fr/venues/211-paris,Paris,"{'Instagram': 'https://www.instagram.com/le211paris'}, {'Facebook': 'https://www.facebook.com/211.paris'}","AFRO, TECHNO, HARD GROOVE, HARD TRANCE, R&B, BAILE FUNK, SHATTA, RAP, PROGRESSIVE TRANCE, ACID TECHNO, HARD TECHNO, HARDTEK, HIP HOP, BREAKBEAT, TRANCE, HOUSE, BASS, AMAPIANO, TRAP, DISCO, DISCO HOUSE, ELECTRO, CLUB, DEEP HOUSE, BOUYON, DANCEHALL, MINIMAL HOUSE, AFRO HOUSE, FUNK, ITALO DISCO, TECH HOUSE, ELECTRO HOUSE, CHICAGO HOUSE, PROGRESSIVE HOUSE, AFROBEAT, JAZZ, SOUL, SAMBA, PAGODE, REGGAE, DANCE, PSYTRANCE, DARK PSYTRANCE, DETROIT TECHNO, DEEP TECH, MICRO HOUSE, MINIMAL TECHNO, UK GARAGE, GABBER, HARDSTYLE, HARDCORE, INDUSTRIAL, ACIDCORE, DEEP TECHNO, BASS HOUSE, PROGRESSIVE PSYTRANCE, DRUM & BASS, GHETTOTECH, ELECTRONICA"
70,ARENA,https://shotgun.live/fr/venues/arena,Toulouse,"{'Instagram': 'https://www.instagram.com/arena.electronic.club'}, {'TikTok': 'https://www.tiktok.com/@arena.electronic.club'}, {'Facebook': 'https://www.facebook.com/Arenaelectronicclub'}","HARDCORE, FRENCHCORE, HARDSTYLE, HARD TRANCE, NEORAVE, HARD TECHNO, TECHNO, ACIDCORE, TRANCE, HARDTEK, ACID TECHNO, BASS, UK GARAGE, DRUM & BASS"
71,Undercover,https://shotgun.live/fr/venues/undercover,Paris,{'Instagram': 'https://www.instagram.com/undercover.exp'},"HIP HOP, R&B, RAP"
72,LE NOUVEAU CASINO,https://shotgun.live/fr/venues/le-nouveau-casino,Paris,{'Instagram': 'https://www.instagram.com/nouveaucasino'},"PSYTRANCE, PROGRESSIVE HOUSE, TECHNO, DUBSTEP, DRUM & BASS, BASS, POP, R&B, FUNK, RAP, HARD TECHNO, TRANCE, ACID TECHNO, HOUSE, DEEP HOUSE, AFRO HOUSE, ELECTRO, BASS HOUSE, BAILE FUNK, HIP HOP, ELECTRONICA, TECH HOUSE, RIDDIM, DISCO HOUSE, MINIMAL HOUSE, PROGRESSIVE TRANCE, INDIE DANCE, DEEP TECHNO, HYPNOTIC TECHNO, MINIMAL TECHNO, DUB TECHNO, ELECTRO HOUSE, MICRO HOUSE, TRAP, CLUB, POP ROCK, ROCK, DISCO, AFRO, ACIDCORE, BREAKBEAT, ACID HOUSE, MELODIC HOUSE & TECHNO, AFROBEAT"
73,Mamacita Productions,https://shotgun.live/fr/venues/mamacita-productions,Paris,"{'Instagram': 'https://www.instagram.com/mamacitaproductions'}, {'SoundCloud': 'https://soundcloud.com/mamacita-radio'}, {'Spotify': 'https://open.spotify.com/user/31kktceu4xrscmswalzjlc62p4hm'}, {'TikTok': 'https://www.tiktok.com/@mamacitaproductions'}, {'Facebook': 'https://www.facebook.com/mamacitaproductions'}","REGGAETON, DANCEHALL, BAILE FUNK, SALSA, CUMBIA, AFROBEAT, BRAZILIAN, AFRO, AFRO HOUSE"
74,Panic Room,https://shotgun.live/fr/venues/panic-room,Paris,"{'Instagram': 'https://www.instagram.com/panicroom.paris'}, {'Facebook': 'https://www.facebook.com/panicroomfanpage'}","TECHNO, TECH HOUSE, TRANCE, HARD TECHNO, HARD TRANCE, EURODANCE, ELECTRO, MINIMAL TECHNO, MINIMAL HOUSE, HARD GROOVE, HOUSE, MICRO HOUSE, BASS, BAILE FUNK, UK GARAGE, HYPERPOP, BREAKBEAT, LATIN HOUSE, MELODIC HOUSE & TECHNO, JERSEY CLUB, DISCO, PSYTRANCE, ACID TECHNO, PROGRESSIVE TRANCE, FUNK, EBM, DISCO HOUSE, PROGRESSIVE HOUSE, ACID HOUSE, DARK WAVE, DRUM & BASS, POP, HIP HOP, AFRO HOUSE, ITALO DISCO, REGGAETON, EXPERIMENTAL, AFRO, INDIE DANCE, ELECTRO HOUSE, DANCE, GARAGE, DEEP HOUSE, R&B"
75,THE WALKING BASS,https://shotgun.live/fr/venues/the-walking-bass,Aix-Marseille,"{'Instagram': 'https://www.instagram.com/walkingbassfestival'}, {'Facebook': 'https://www.facebook.com/541063152720222'}","HARDTEK, HARDCORE, ACIDCORE, TECHNO, HARD TECHNO, TRANCE, PROGRESSIVE TRANCE, PROGRESSIVE PSYTRANCE, PSYTRANCE"
76,ASTROPOLIS,https://shotgun.live/fr/venues/astropolis,Brest,"{'Instagram': 'https://www.instagram.com/astropolis'}, {'Spotify': 'https://open.spotify.com/user/astropolisfestival'}, {'TikTok': 'https://www.tiktok.com/@astropolisfestival'}, {'X': 'https://x.com/astropolis'}, {'Facebook': 'https://www.facebook.com/395337121981'}","BASS, ELECTRO, HARDCORE, TECHNO, HOUSE, POP, BREAKBEAT, DISCO"
77,Le Chapiteau - marseille,https://shotgun.live/fr/venues/le-chapiteau-marseille,Aix-Marseille,"{'Instagram': 'https://www.instagram.com/le_chapiteau_marseille'}, {'SoundCloud': 'https://soundcloud.com/lechapiteau'}, {'Facebook': 'https://www.facebook.com/Le.Chapiteau.labelledemai'}","HARD GROOVE, HARD TECHNO, TECHNO, HOUSE, ELECTRO, ACID HOUSE, PROGRESSIVE TRANCE, BASS, DANCEHALL, SHATTA, AFRO HOUSE, TRANCE, BAILE FUNK, DEEP HOUSE, MINIMAL HOUSE, PROGRESSIVE HOUSE, JUNGLE, UK GARAGE, TECH HOUSE, DISCO, REGGAE, DUB, BREAKBEAT, BREAKCORE, INDUSTRIAL, ELECTRONICA, NEORAVE, MELODIC HOUSE & TECHNO, INDIE DANCE, AFRO, TRIBE, ACID TECHNO, BALEARIC, HYPNOTIC TECHNO, HARD TRANCE, HARDTEK"
78,Ph4_records,https://shotgun.live/fr/venues/ph-4-records,Aix-Marseille,"{'Instagram': 'https://www.instagram.com/ph4.records'}, {'SoundCloud': 'https://soundcloud.com/ph4records'}, {'Facebook': 'https://www.facebook.com/ph4.records'}","HARD GROOVE, HARD TECHNO, TECHNO, TRANCE, HYPNOTIC TECHNO, HARD TRANCE, INDUSTRIAL, EXPERIMENTAL, ACID TECHNO, GERMAN TECHNO, EURODANCE, EBM, HARDCORE, TECH HOUSE, HOUSE, AMBIENT, DETROIT TECHNO, DEEP TECHNO"
79,ORIGINS TECHNO,https://shotgun.live/fr/venues/origins-techno,Paris,"{'Instagram': 'https://www.instagram.com/origins.techno'}, {'SoundCloud': 'https://soundcloud.com/thefutureisfemale_techno'}, {'Spotify': 'https://open.spotify.com/user/5kBoATlgaO7AkRYK2KYh1d'}, {'YouTube': 'https://www.youtube.com/@@ORIGINSTECHNO'}, {'TikTok': 'https://www.tiktok.com/@originstechno'}, {'Facebook': 'https://www.facebook.com/origins.techno'}","HARDSTYLE, TECHNO, INDUSTRIAL, HARD TECHNO, GERMAN TECHNO, DETROIT TECHNO, HARDCORE"
80,MYST,https://shotgun.live/fr/venues/myst,Paris,"{'Instagram': 'https://www.instagram.com/mystparis'}, {'SoundCloud': 'https://soundcloud.com/user-821624142'}, {'Facebook': 'https://www.facebook.com/mystparis'}","TECHNO, DUB TECHNO, ACID TECHNO"
81,Liebe,https://shotgun.live/fr/venues/liebe,Paris,"{'Instagram': 'https://www.instagram.com/liebebarelectro'}, {'SoundCloud': 'https://soundcloud.com/monarchparis'}, {'Facebook': 'https://www.facebook.com/liebebarelectro'}","MINIMAL HOUSE, DEEP HOUSE, DEEP TECH, HARD GROOVE, TECH HOUSE, HOUSE, ACID HOUSE, BASS HOUSE, AFRO HOUSE, CHICAGO HOUSE, ACID TECHNO, TECHNO, MELODIC HOUSE & TECHNO, HYPNOTIC TECHNO, HARDTEK, PROGRESSIVE HOUSE, , HARD TRANCE, HARD TECHNO, GERMAN TECHNO, DETROIT TECHNO, PSYTRANCE, TRANCE, DARK WAVE, ITALO DISCO, INDUSTRIAL METAL, EBM, DEEP TECHNO, INDUSTRIAL, DISCO, GABBER, ACIDCORE, MINIMAL TECHNO, HARDCORE, BREAKBEAT, EURODANCE, DISCO HOUSE"
82,La Cité Fertile,https://shotgun.live/fr/venues/la-cite-fertile,Paris,{'Instagram': 'https://www.instagram.com/la_cite_fertile'},"TECHNO, TRANCE, AMBIENT, BASS, FOOTWORK, HOUSE, HIP HOP, CLUB, BASS HOUSE, DEEP HOUSE, DISCO, MINIMAL HOUSE, ELECTRO, EXPERIMENTAL, INDIE DANCE, TECH HOUSE, ACID HOUSE, AFRO HOUSE, AFRO, AFROBEAT, UK GARAGE, HARD TRANCE, REGGAETON, DUB, BREAKBEAT, EURODANCE, R&B, HARD GROOVE, DANCEHALL, SHATTA, ELECTRO HOUSE, DRUM & BASS, GHETTOTECH, MICRO HOUSE, JUNGLE, HYPERPOP, FUNK, DISCO HOUSE, RAP, PROGRESSIVE TRANCE, PROGRESSIVE HOUSE, DEEP TECHNO, ITALO DISCO, EBM, ALTERNATIVE DANCE, DUB TECHNO, ACID TECHNO, POP, HARD TECHNO, SOUL, BAILE FUNK, REGGAE, MINIMAL TECHNO, HYPNOTIC TECHNO, GERMAN TECHNO, DOWNTEMPO, DUBSTEP, CUMBIA, NEORAVE, JERSEY CLUB, BRAZILIAN"
83,Bitch Party Paris,https://shotgun.live/fr/venues/bitch-party-paris,Paris,"{'Instagram': 'https://www.instagram.com/bitchpartyparis'}, {'TikTok': 'https://www.tiktok.com/@bitch.party.paris'}, {'Facebook': 'https://www.facebook.com/itsbpartyparis'}","R&B, POP, K-POP, HYPERPOP, HOUSE, DISCO HOUSE, ELECTRO, ELECTRO HOUSE"
84,Studio Saglio,https://shotgun.live/fr/venues/studio-saglio,Strasbourg,"{'Instagram': 'https://www.instagram.com/lestudiosaglio'}, {'Facebook': 'https://www.facebook.com/lestudiosagliostrasbourg'}","HARDTEK, HARD GROOVE, MELODIC HOUSE & TECHNO, EDM, HARD TECHNO, HARDCORE, ACIDCORE, TRANCE, HARD TRANCE, ACID TECHNO, TECHNO, HARDSTYLE, INDUSTRIAL, IDM, FRENCHCORE, TRIBE, NEORAVE, DUBSTEP, DRUM & BASS, RIDDIM, EURODANCE, ELECTRO, GERMAN TECHNO, PSYTRANCE"
85,TRANSGENIK,https://shotgun.live/fr/venues/transgenik,Paris,"{'Instagram': 'https://www.instagram.com/transgenik'}, {'SoundCloud': 'https://soundcloud.com/transgenik'}, {'TikTok': 'https://www.tiktok.com/@transgenikclub'}, {'Facebook': 'https://www.facebook.com/transgenikenik'}","TRANCE, TECHNO, HARD TECHNO, HARD TRANCE, ACID TECHNO, FRENCHCORE, NEW RAVE"
86,Astral Paris,https://shotgun.live/fr/venues/astral-paris,Paris,"{'Instagram': 'https://www.instagram.com/astral_paris'}, {'Facebook': 'https://www.facebook.com/Astral-Paris-100990479163832'}","ACID TECHNO, HARD GROOVE, TECHNO, ELECTRO, TRANCE, INDUSTRIAL, GERMAN TECHNO, HOUSE, ACID HOUSE, HARD TECHNO"
87,767,https://shotgun.live/fr/venues/767,Paris,{'TikTok': 'https://www.tiktok.com/@septsixsept767'},"ACID TECHNO, HARDCORE, HARD TECHNO, TECHNO, HARD TRANCE, INDUSTRIAL, HARDTEK, TRANCE, HARD GROOVE, ACIDCORE, RAP, TRAP, DRILL, AFROBEAT, HOUSE, ELECTRO, DRUM & BASS"
88,BOOM BOOM VILLETTE,https://shotgun.live/fr/venues/boom-boom-villette,Paris,"{'Instagram': 'https://www.instagram.com/boomboomvillette'}, {'TikTok': 'https://www.tiktok.com/@boomboomvillette'}, {'Facebook': 'https://www.facebook.com/BoomBoomVillette'}","SALSA, HOUSE, DISCO HOUSE, DISCO, RAP, ELECTRO, R&B, HIP HOP, AFROBEAT, FUNK, POP, AFRO, TRAP, AFRO HOUSE"
89,Gibus Club,https://shotgun.live/fr/venues/gibus-club,Paris,"{'Instagram': 'https://www.instagram.com/gibusclub'}, {'Facebook': 'https://www.facebook.com/gibusclub'}","AMAPIANO, DANCEHALL, ARABIC HOUSE, ARABIC POP, AFRO, AFROBEAT, BOUYON, CLUB, AMBIENT, HOUSE, TECHNO, TECH HOUSE, DANCE, ELECTRO HOUSE, TRIBAL HOUSE, AFRO HOUSE, CHICAGO HOUSE, RAP, POP, HIP HOP, DISCO HOUSE, BAILE FUNK, DOWNTEMPO, ACID HOUSE, ITALO DISCO, ELECTRONICA, DRUM & BASS, DISCO, ALTERNATIVE DANCE, ELECTRO"
90,PAIN BENIT,https://shotgun.live/fr/venues/pain-benit,Toulouse,"{'Instagram': 'https://www.instagram.com/pain_benit'}, {'SoundCloud': 'https://soundcloud.com/painbenit'}, {'Spotify': 'https://open.spotify.com/user/316cufvsme6dw5xrpenuyyqfouae'}, {'Facebook': 'https://www.facebook.com/painbenitevent'}","TECH HOUSE, HOUSE, GHETTOTECH, TECHNO, AFRO HOUSE, DRUM & BASS, FUNK, DISCO"
91,Entente Nocturne,https://shotgun.live/fr/venues/entente-nocturne,Paris,"{'Instagram': 'https://www.instagram.com/ententenocturne'}, {'SoundCloud': 'https://soundcloud.com/ententenocturne'}, {'Facebook': 'https://www.facebook.com/EntenteNocturneFest'}","TRANCE, JUNGLE, EURODANCE, HOUSE, TECHNO, ITALO DISCO"
92,Elektric Park,https://shotgun.live/fr/venues/elektric-park,Chatou,"{'Instagram': 'https://www.instagram.com/elektric_park'}, {'TikTok': 'https://www.tiktok.com/@elektric_park'}, {'X': 'https://x.com/elektric_park'}, {'Facebook': 'https://www.facebook.com/elektricparkfestival'}","HARDCORE, ELECTRO, HARDSTYLE, FRENCHCORE, TECHNO, HOUSE, TRANCE"
